instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
832.0,1.0,0.1836734693877551,0.2576,0.8,0.0,0.0,3.0,5.0,89041,4,6,54,2,0,0,1
833.0,1.0,0.1836734693877551,0.2576,0.86,0.0,0.0,3.0,1.0,55958,4,6,74,10,1,0,0
834.0,1.0,0.1836734693877551,0.2576,0.86,0.0,1.0,1.0,2.0,39730,3,6,53,6,0,0,0
835.0,1.0,0.1836734693877551,0.2576,0.86,0.0,1.0,9.0,10.0,66937,4,6,34,7,0,1,1
836.0,1.0,0.163265306122449,0.2424,0.93,0.0,1.0,29.0,30.0,69710,1,8,53,10,1,0,0
837.0,1.0,0.163265306122449,0.2424,0.86,0.0,6.0,89.0,95.0,35206,3,10,59,3,1,0,0
838.0,2.0,0.1428571428571428,0.2273,1.0,0.0,7.0,223.0,230.0,24652,4,7,22,5,1,0,1
839.0,1.0,0.2040816326530612,0.2727,0.8,0.0,3.0,115.0,118.0,46766,5,4,62,8,1,0,1
840.0,1.0,0.2244897959183673,0.2576,0.75,0.1228400141060303,6.0,49.0,55.0,92415,2,9,23,5,0,1,1
841.0,1.0,0.2857142857142857,0.3182,0.65,0.1053250264488068,11.0,36.0,47.0,39440,3,9,53,3,2,1,0
842.0,2.0,0.3061224489795918,0.3485,0.62,0.0,7.0,59.0,66.0,70290,5,10,50,8,2,1,1
843.0,2.0,0.3469387755102041,0.3636,0.57,0.1053250264488068,10.0,54.0,64.0,59032,1,6,46,6,1,1,0
844.0,2.0,0.3469387755102041,0.3636,0.57,0.1053250264488068,8.0,52.0,60.0,31520,5,6,11,1,0,1,1
845.0,2.0,0.3673469387755101,0.3939,0.54,0.1053250264488068,4.0,46.0,50.0,63517,2,8,80,3,1,0,0
846.0,2.0,0.3469387755102041,0.3485,0.57,0.1578699894204772,16.0,98.0,114.0,21417,5,1,84,5,2,0,0
847.0,2.0,0.3061224489795918,0.3182,0.7,0.1930175149876572,9.0,207.0,216.0,22093,5,9,4,10,0,1,0
848.0,2.0,0.326530612244898,0.3333,0.66,0.1578699894204772,5.0,170.0,175.0,71195,3,4,60,7,2,1,1
849.0,2.0,0.3061224489795918,0.3485,0.7,0.0,5.0,123.0,128.0,82655,1,10,6,2,1,0,0
850.0,2.0,0.3061224489795918,0.3333,0.7,0.1228400141060303,6.0,82.0,88.0,49275,2,7,100,2,0,1,0
851.0,1.0,0.3061224489795918,0.3485,0.7,0.0,3.0,75.0,78.0,37242,2,6,71,7,0,0,1
852.0,1.0,0.2653061224489796,0.303,0.81,0.1053250264488068,3.0,34.0,37.0,95636,5,2,11,2,0,1,0
853.0,2.0,0.2857142857142857,0.3333,0.81,0.0,6.0,19.0,25.0,80539,3,2,17,8,1,0,1
854.0,2.0,0.2653061224489796,0.3182,0.87,0.0,4.0,6.0,10.0,42349,3,1,93,4,0,1,1
855.0,2.0,0.2653061224489796,0.3182,0.87,0.0,0.0,4.0,4.0,51309,1,2,99,9,1,0,0
856.0,2.0,0.2448979591836735,0.2727,0.93,0.1228400141060303,1.0,1.0,2.0,23733,5,2,60,7,1,0,0
856.0,3.0,0.2653061224489796,0.2727,0.93,0.1930175149876572,0.0,1.0,1.0,30016,5,4,81,7,0,1,1
858.0,1.0,0.2448979591836735,0.2576,0.93,0.1930175149876572,0.0,3.0,3.0,56271,1,4,10,3,1,0,1
859.0,1.0,0.2448979591836735,0.2273,0.81,0.3860350299753144,0.0,2.0,2.0,73638,3,1,83,5,2,1,1
860.0,1.0,0.2448979591836735,0.2273,0.7,0.3860350299753144,0.0,39.0,39.0,34679,5,10,44,5,2,1,0
861.0,1.0,0.2244897959183673,0.197,0.65,0.4912425061713882,3.0,97.0,100.0,38947,3,9,33,10,2,0,1
862.0,1.0,0.2244897959183673,0.197,0.56,0.5789349947102387,7.0,236.0,243.0,45286,3,10,27,1,0,1,0
863.0,1.0,0.2244897959183673,0.197,0.52,0.5789349947102387,7.0,128.0,135.0,60653,1,3,54,3,2,1,0
864.0,1.0,0.2040816326530612,0.1818,0.52,0.6491124955918656,4.0,44.0,48.0,66184,4,9,61,3,0,0,0
865.0,1.0,0.2040816326530612,0.1818,0.47,0.5439050193957917,1.0,49.0,50.0,43648,2,9,92,7,1,1,0
866.0,1.0,0.2040816326530612,0.197,0.38,0.5789349947102387,2.0,63.0,65.0,30924,1,4,24,5,1,0,0
867.0,2.0,0.2244897959183673,0.197,0.32,0.5263900317385682,2.0,48.0,50.0,89905,2,7,33,3,2,0,1
868.0,1.0,0.2040816326530612,0.197,0.37,0.4912425061713882,3.0,61.0,64.0,40831,1,7,75,6,0,1,0
869.0,1.0,0.2040816326530612,0.197,0.35,0.4562125308569413,6.0,45.0,51.0,33350,1,8,20,10,0,0,1
870.0,1.0,0.2040816326530612,0.1818,0.35,0.6140825202774186,4.0,79.0,83.0,62750,3,9,65,5,1,0,0
871.0,1.0,0.2040816326530612,0.1818,0.32,0.6842600211590455,4.0,172.0,176.0,90774,5,7,63,6,2,0,1
872.0,1.0,0.1836734693877551,0.1818,0.32,0.4562125308569413,1.0,151.0,152.0,59637,5,3,100,9,1,1,1
873.0,1.0,0.1428571428571428,0.1212,0.4,0.5439050193957917,1.0,100.0,101.0,45303,1,2,39,3,2,0,0
874.0,1.0,0.1428571428571428,0.1364,0.4,0.3860350299753144,3.0,53.0,56.0,35714,3,5,7,8,2,0,1
875.0,1.0,0.1224489795918367,0.1061,0.33,0.5439050193957917,8.0,46.0,54.0,66918,4,7,57,2,1,0,0
876.0,1.0,0.1020408163265306,0.1061,0.33,0.4210650052897614,0.0,29.0,29.0,54858,3,9,12,9,2,0,0
877.0,1.0,0.1020408163265306,0.1061,0.33,0.3860350299753144,3.0,9.0,12.0,65669,1,1,91,7,0,1,1
877.0,1.0,0.0816326530612245,0.0758,0.36,0.4210650052897614,0.0,17.0,17.0,80955,1,6,22,5,1,1,0
877.0,1.0,0.0816326530612245,0.0758,0.36,0.2631950158692841,0.0,7.0,17.0,62397,1,9,42,10,0,1,0
880.0,1.0,0.0816326530612245,0.0758,0.38,0.333372516750911,1.0,2.0,3.0,63037,5,10,74,3,1,0,1
881.0,1.0,0.0408163265306122,0.0758,0.45,0.1578699894204772,0.0,2.0,2.0,53237,5,10,63,2,2,0,1
882.0,1.0,0.0408163265306122,0.1061,0.45,0.1228400141060303,0.0,7.0,7.0,20599,5,2,77,8,2,0,1
883.0,1.0,0.0408163265306122,0.1515,0.45,0.0,0.0,43.0,43.0,31944,2,7,94,10,1,1,0
884.0,1.0,0.0408163265306122,0.1061,0.49,0.1228400141060303,4.0,95.0,43.0,80341,2,8,73,3,2,0,0
885.0,1.0,0.0816326530612245,0.1364,0.42,0.0,1.0,198.0,199.0,34328,3,2,13,1,2,0,1
886.0,1.0,0.1020408163265306,0.1364,0.39,0.1930175149876572,4.0,119.0,123.0,37035,1,7,28,10,2,1,1
887.0,1.0,0.1224489795918367,0.1818,0.36,0.0,8.0,51.0,59.0,50237,1,10,84,6,0,0,0
888.0,2.0,0.1224489795918367,0.1515,0.43,0.1930175149876572,1.0,40.0,41.0,88651,3,5,96,5,0,0,1
889.0,2.0,0.163265306122449,0.1818,0.4,0.2631950158692841,4.0,57.0,61.0,38702,1,3,60,7,2,0,1
890.0,1.0,0.163265306122449,0.1667,0.4,0.298224991183731,2.0,67.0,69.0,74291,1,3,25,3,1,0,0
891.0,1.0,0.1836734693877551,0.1818,0.34,0.3508875044081345,2.0,56.0,58.0,52210,3,5,32,4,0,0,0
892.0,2.0,0.1836734693877551,0.1818,0.34,0.333372516750911,3.0,61.0,64.0,45365,2,10,50,7,0,1,0
893.0,2.0,0.1836734693877551,0.197,0.37,0.298224991183731,7.0,72.0,79.0,62802,2,5,81,10,0,0,0
894.0,2.0,0.1836734693877551,0.197,0.34,0.298224991183731,9.0,157.0,166.0,88745,2,5,56,1,0,0,0
895.0,2.0,0.163265306122449,0.1667,0.47,0.3508875044081345,2.0,168.0,170.0,38762,2,3,9,1,2,1,0
896.0,3.0,0.1224489795918367,0.1212,0.86,0.298224991183731,1.0,87.0,88.0,45959,4,5,32,9,1,0,0
897.0,3.0,0.1224489795918367,0.1515,0.86,0.1930175149876572,0.0,84.0,84.0,22376,3,5,66,8,1,0,0
898.0,2.0,0.1224489795918367,0.1515,0.86,0.1930175149876572,0.0,83.0,83.0,72407,4,6,5,7,0,1,0
899.0,3.0,0.1428571428571428,0.1515,0.8,0.1930175149876572,4.0,42.0,46.0,44128,5,8,34,10,0,0,1
900.0,3.0,0.1428571428571428,0.1515,0.8,0.2280474903021041,0.0,37.0,37.0,93914,3,2,25,4,2,0,1
901.0,3.0,0.1224489795918367,0.1364,0.86,0.2280474903021041,0.0,16.0,16.0,40398,2,5,68,9,0,1,1
902.0,3.0,0.1224489795918367,0.1515,0.8,0.1578699894204772,0.0,7.0,7.0,57940,4,6,16,9,2,1,0
903.0,3.0,0.1224489795918367,0.1515,0.8,0.1578699894204772,0.0,3.0,3.0,20098,4,4,9,8,1,0,0
904.0,2.0,0.1224489795918367,0.1364,0.59,0.2631950158692841,0.0,3.0,1.0,76282,1,6,18,6,2,1,0
905.0,2.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,0.0,6.0,6.0,77174,1,4,80,6,0,0,1
906.0,2.0,0.1020408163265306,0.1212,0.54,0.333372516750911,0.0,26.0,26.0,71036,3,5,86,1,0,1,1
907.0,1.0,0.0816326530612245,0.0758,0.5,0.4912425061713882,0.0,99.0,99.0,50658,3,6,91,5,2,0,0
908.0,1.0,0.0816326530612245,0.0758,0.49,0.3860350299753144,5.0,173.0,178.0,45846,1,2,13,8,1,1,0
909.0,1.0,0.1020408163265306,0.1061,0.42,0.4210650052897614,1.0,121.0,122.0,63398,2,9,66,6,2,0,1
910.0,1.0,0.1020408163265306,0.1061,0.42,0.3508875044081345,1.0,34.0,35.0,29057,1,10,40,2,0,0,0
911.0,1.0,0.1224489795918367,0.1212,0.39,0.4210650052897614,1.0,44.0,45.0,98256,2,5,80,4,1,0,0
912.0,1.0,0.1428571428571428,0.1364,0.34,0.4562125308569413,4.0,65.0,69.0,90884,3,10,42,8,1,0,0
913.0,1.0,0.163265306122449,0.1667,0.29,0.3508875044081345,3.0,59.0,62.0,53074,2,9,43,6,2,1,0
914.0,1.0,0.1836734693877551,0.1818,0.27,0.333372516750911,6.0,42.0,48.0,85072,2,3,44,5,0,0,0
915.0,1.0,0.1836734693877551,0.197,0.25,0.298224991183731,0.0,50.0,50.0,95337,3,5,95,2,0,1,0
916.0,1.0,0.1836734693877551,0.1818,0.27,0.3508875044081345,4.0,76.0,80.0,53180,5,4,92,3,0,1,0
917.0,1.0,0.163265306122449,0.1818,0.26,0.2280474903021041,6.0,159.0,165.0,77708,3,9,67,2,1,1,0
918.0,1.0,0.1428571428571428,0.1818,0.28,0.1578699894204772,3.0,157.0,160.0,72072,5,7,77,4,2,1,1
919.0,1.0,0.1224489795918367,0.1667,0.28,0.1228400141060303,2.0,110.0,112.0,99141,2,2,98,9,1,0,1
920.0,1.0,0.1224489795918367,0.1818,0.31,0.1053250264488068,4.0,93.0,97.0,88181,3,7,6,6,1,0,0
921.0,1.0,0.1224489795918367,0.2121,0.39,0.0,2.0,70.0,72.0,59137,3,7,45,4,2,0,1
922.0,1.0,0.1020408163265306,0.197,0.39,0.0,4.0,47.0,51.0,86136,5,3,73,4,1,0,1
923.0,1.0,0.1020408163265306,0.1515,0.42,0.1228400141060303,4.0,33.0,34.0,61107,3,10,91,1,0,1,1
924.0,1.0,0.0816326530612245,0.1364,0.49,0.1228400141060303,2.0,12.0,14.0,73389,4,2,76,7,1,0,0
925.0,1.0,0.0816326530612245,0.1364,0.54,0.1053250264488068,1.0,6.0,7.0,97580,4,9,59,4,2,0,1
926.0,1.0,0.0816326530612245,0.1364,0.54,0.1053250264488068,0.0,3.0,3.0,83475,5,6,48,6,0,0,1
927.0,1.0,0.0612244897959183,0.1212,0.63,0.1053250264488068,0.0,4.0,4.0,83151,2,1,80,3,0,1,1
928.0,1.0,0.0816326530612245,0.1818,0.68,0.0,1.0,23.0,24.0,26635,2,7,52,4,1,1,1
929.0,1.0,0.0612244897959183,0.1667,0.73,0.0,1.0,73.0,74.0,93557,5,5,32,6,2,1,1
930.0,1.0,0.0816326530612245,0.1212,0.74,0.1930175149876572,4.0,212.0,216.0,30961,3,5,92,9,1,1,0
931.0,1.0,0.1020408163265306,0.1212,0.74,0.2631950158692841,8.0,132.0,140.0,34732,1,7,43,4,2,1,0
932.0,1.0,0.1224489795918367,0.1364,0.69,0.2280474903021041,5.0,39.0,44.0,65295,1,6,1,1,2,0,1
933.0,1.0,0.2040816326530612,0.2273,0.47,0.1578699894204772,12.0,52.0,64.0,97823,2,4,30,6,0,1,1
934.0,1.0,0.2040816326530612,0.2273,0.47,0.1578699894204772,7.0,64.0,71.0,39356,5,5,32,5,2,1,0
935.0,1.0,0.2244897959183673,0.2273,0.35,0.2280474903021041,21.0,89.0,110.0,29565,5,8,63,6,0,1,1
936.0,1.0,0.2857142857142857,0.2879,0.26,0.298224991183731,17.0,67.0,84.0,29564,3,3,100,1,0,0,0
937.0,1.0,0.3061224489795918,0.3182,0.21,0.1930175149876572,12.0,62.0,74.0,46292,1,1,61,6,2,0,1
938.0,1.0,0.2857142857142857,0.2879,0.28,0.2280474903021041,14.0,111.0,125.0,31057,1,7,61,3,1,1,0
939.0,1.0,0.2857142857142857,0.3333,0.24,0.0,18.0,193.0,211.0,40394,1,6,33,9,2,1,0
940.0,1.0,0.2653061224489796,0.3182,0.28,0.0,18.0,165.0,174.0,63970,2,10,60,1,0,0,0
941.0,1.0,0.2448979591836735,0.303,0.33,0.0,7.0,94.0,101.0,70973,3,10,43,7,2,0,0
942.0,1.0,0.2040816326530612,0.2273,0.55,0.1578699894204772,2.0,61.0,63.0,45543,2,5,70,4,2,1,1
943.0,1.0,0.1836734693877551,0.2121,0.59,0.1578699894204772,1.0,46.0,47.0,62813,1,5,45,5,0,0,0
944.0,1.0,0.1836734693877551,0.2273,0.64,0.1053250264488068,2.0,41.0,43.0,33721,3,8,8,4,2,1,0
945.0,1.0,0.163265306122449,0.2424,0.69,0.0,5.0,48.0,53.0,23921,1,10,22,5,2,1,0
946.0,1.0,0.1428571428571428,0.197,0.69,0.1053250264488068,3.0,27.0,30.0,22355,5,4,71,1,2,1,1
947.0,1.0,0.1224489795918367,0.2121,0.86,0.0,2.0,22.0,24.0,92779,2,3,8,5,1,0,1
948.0,1.0,0.1224489795918367,0.2121,0.8,0.0,2.0,13.0,15.0,45046,1,6,31,8,2,0,1
949.0,1.0,0.1020408163265306,0.197,0.8,0.0,3.0,7.0,10.0,53136,1,10,74,3,2,0,0
950.0,1.0,0.1020408163265306,0.1667,0.74,0.1053250264488068,0.0,4.0,4.0,74113,4,5,72,9,2,0,0
951.0,1.0,0.1020408163265306,0.1667,0.74,0.1053250264488068,0.0,1.0,1.0,31625,4,1,6,10,0,1,0
952.0,1.0,0.1020408163265306,0.1364,0.93,0.2280474903021041,1.0,1.0,2.0,45731,3,6,79,10,0,1,1
953.0,1.0,0.1020408163265306,0.1515,0.8,0.1228400141060303,2.0,1.0,11.0,24339,4,7,22,7,2,1,1
954.0,1.0,0.1224489795918367,0.1515,0.86,0.1578699894204772,2.0,28.0,30.0,56706,4,10,32,8,1,0,1
955.0,1.0,0.1428571428571428,0.1818,0.64,0.1578699894204772,5.0,38.0,43.0,31769,5,3,12,4,2,1,0
956.0,1.0,0.2040816326530612,0.2121,0.41,0.298224991183731,13.0,71.0,84.0,20912,2,6,22,9,0,1,0
956.0,1.0,0.2857142857142857,0.2727,0.28,0.3860350299753144,30.0,84.0,114.0,68935,2,4,60,2,2,1,1
958.0,1.0,0.2857142857142857,0.2727,0.39,0.5439050193957917,27.0,93.0,120.0,58928,5,1,82,6,2,0,0
959.0,1.0,0.2857142857142857,0.2727,0.39,0.4912425061713882,32.0,103.0,135.0,86381,3,8,80,6,1,1,0
960.0,1.0,0.326530612244898,0.3182,0.31,0.333372516750911,30.0,90.0,120.0,35825,4,1,61,6,1,1,1
961.0,1.0,0.326530612244898,0.303,0.29,0.4912425061713882,47.0,127.0,174.0,78974,1,5,94,8,2,0,0
962.0,1.0,0.326530612244898,0.303,0.29,0.4912425061713882,42.0,103.0,145.0,80120,1,1,7,3,2,0,0
963.0,1.0,0.3061224489795918,0.2879,0.31,0.6140825202774186,24.0,113.0,137.0,97767,1,2,14,9,2,0,1
964.0,1.0,0.2653061224489796,0.2576,0.38,0.3860350299753144,4.0,60.0,64.0,95336,3,5,24,7,2,1,0
965.0,1.0,0.2653061224489796,0.2727,0.38,0.1930175149876572,2.0,39.0,41.0,34816,4,7,14,7,1,1,1
966.0,1.0,0.2448979591836735,0.2576,0.41,0.2631950158692841,1.0,39.0,40.0,66145,4,4,56,2,1,1,1
967.0,1.0,0.2448979591836735,0.303,0.41,0.0,9.0,39.0,51.0,81847,5,2,32,5,0,1,1
968.0,1.0,0.2244897959183673,0.2576,0.44,0.1053250264488068,6.0,39.0,45.0,85168,2,10,59,1,2,1,1
969.0,1.0,0.2040816326530612,0.2576,0.51,0.1578699894204772,1.0,31.0,32.0,32710,1,4,94,7,1,0,0
970.0,1.0,0.1836734693877551,0.2273,0.64,0.1228400141060303,5.0,34.0,39.0,28659,1,2,98,1,0,1,1
971.0,1.0,0.1836734693877551,0.2273,0.59,0.1053250264488068,1.0,23.0,24.0,80467,4,8,27,1,2,0,1
972.0,2.0,0.1836734693877551,0.2273,0.75,0.1053250264488068,1.0,19.0,20.0,87082,4,4,87,10,0,0,1
973.0,2.0,0.1836734693877551,0.2273,0.69,0.1228400141060303,4.0,8.0,12.0,26656,4,5,53,3,1,1,1
974.0,2.0,0.1836734693877551,0.2121,0.69,0.1930175149876572,0.0,2.0,2.0,44272,4,2,21,9,1,1,1
975.0,2.0,0.1836734693877551,0.2121,0.69,0.1578699894204772,2.0,3.0,5.0,93248,2,4,6,5,1,1,0
976.0,2.0,0.2040816326530612,0.2727,0.55,0.0,0.0,3.0,3.0,31012,3,2,3,7,2,0,0
977.0,2.0,0.2040816326530612,0.2273,0.64,0.2280474903021041,1.0,11.0,12.0,68187,2,6,48,4,2,0,0
978.0,2.0,0.2244897959183673,0.2273,0.6,0.2631950158692841,12.0,35.0,47.0,44081,3,10,85,1,1,0,0
979.0,1.0,0.2857142857142857,0.2727,0.45,0.3860350299753144,19.0,86.0,105.0,31757,4,10,47,8,1,0,1
980.0,1.0,0.3061224489795918,0.2879,0.39,0.5263900317385682,26.0,86.0,112.0,28455,4,2,53,7,1,1,0
981.0,1.0,0.3469387755102041,0.3182,0.32,0.5439050193957917,58.0,94.0,152.0,67334,2,2,71,10,0,0,1
982.0,1.0,0.3673469387755101,0.3939,0.29,0.4210650052897614,62.0,92.0,154.0,58871,2,3,72,4,2,1,0
983.0,2.0,0.3877551020408163,0.4091,0.3,0.4912425061713882,51.0,110.0,161.0,60291,5,6,99,7,0,0,0
984.0,2.0,0.3877551020408163,0.4091,0.3,0.3508875044081345,40.0,122.0,162.0,50169,3,4,66,5,2,0,0
985.0,2.0,0.4081632653061224,0.4242,0.28,0.3860350299753144,28.0,106.0,134.0,48619,3,5,16,8,0,1,0
986.0,1.0,0.4081632653061224,0.4242,0.28,0.3860350299753144,30.0,95.0,125.0,98165,1,3,10,2,2,1,0
987.0,1.0,0.3877551020408163,0.4091,0.32,0.3508875044081345,17.0,78.0,95.0,69248,3,4,35,6,1,1,0
988.0,1.0,0.3877551020408163,0.4091,0.35,0.333372516750911,11.0,50.0,61.0,61300,5,4,56,9,0,0,0
989.0,1.0,0.3877551020408163,0.4091,0.35,0.3860350299753144,15.0,32.0,47.0,71755,5,10,35,7,2,0,1
990.0,1.0,0.3877551020408163,0.4091,0.35,0.4210650052897614,6.0,45.0,51.0,64432,1,4,66,8,2,0,1
991.0,1.0,0.3877551020408163,0.4091,0.35,0.3508875044081345,5.0,31.0,36.0,44195,2,6,89,2,2,0,0
992.0,1.0,0.3877551020408163,0.4091,0.35,0.4210650052897614,3.0,27.0,30.0,32288,3,4,83,5,0,1,0
993.0,1.0,0.3673469387755101,0.3939,0.37,0.4210650052897614,3.0,8.0,11.0,48090,3,2,28,3,0,1,0
994.0,1.0,0.3673469387755101,0.3939,0.37,0.4210650052897614,1.0,6.0,7.0,66563,1,10,42,3,1,0,0
995.0,1.0,0.3469387755102041,0.3333,0.4,0.3508875044081345,0.0,2.0,2.0,64706,5,3,46,9,1,1,1
996.0,1.0,0.326530612244898,0.3182,0.46,0.2631950158692841,1.0,1.0,2.0,87107,1,10,40,8,1,0,1
997.0,1.0,0.3061224489795918,0.303,0.53,0.333372516750911,0.0,2.0,2.0,79137,2,8,70,8,1,0,0
998.0,1.0,0.3061224489795918,0.303,0.53,0.333372516750911,0.0,3.0,3.0,20327,5,2,78,5,1,0,1
999.0,1.0,0.326530612244898,0.303,0.46,0.333372516750911,1.0,25.0,26.0,79715,3,8,94,9,1,0,0
1000.0,1.0,0.326530612244898,0.303,0.46,0.3508875044081345,2.0,96.0,98.0,70689,1,10,37,6,2,0,1
1001.0,1.0,0.3673469387755101,0.3939,0.4,0.5439050193957917,7.0,249.0,98.0,79187,5,8,57,6,0,0,0
1002.0,1.0,0.3877551020408163,0.4091,0.37,0.4562125308569413,8.0,122.0,130.0,77632,4,9,95,4,0,1,0
1003.0,1.0,0.4285714285714285,0.4394,0.33,0.2631950158692841,9.0,46.0,55.0,82477,1,6,94,6,1,0,1
1004.0,1.0,0.5102040816326531,0.5,0.23,0.298224991183731,10.0,43.0,53.0,27597,5,1,68,5,2,0,1
1004.0,1.0,0.5510204081632654,0.5303,0.22,0.5263900317385682,27.0,99.0,126.0,28768,3,2,53,4,2,0,0
1006.0,1.0,0.5714285714285714,0.5455,0.19,0.4562125308569413,27.0,93.0,120.0,23661,4,2,24,1,0,0,1
1007.0,1.0,0.5918367346938775,0.5909,0.15,0.5789349947102387,14.0,76.0,90.0,62575,5,10,68,3,2,0,1
1008.0,1.0,0.5510204081632654,0.5303,0.21,0.7719525096978959,19.0,71.0,90.0,66565,1,2,42,2,0,0,0
1009.0,1.0,0.5102040816326531,0.5,0.27,0.5439050193957917,16.0,102.0,118.0,20244,1,4,50,8,1,0,1
1010.0,1.0,0.4489795918367347,0.4545,0.33,0.7192899964734925,25.0,218.0,243.0,58772,5,9,24,1,2,0,1
1011.0,1.0,0.3877551020408163,0.4091,0.4,0.7192899964734925,11.0,194.0,205.0,93847,3,7,50,9,0,0,0
1012.0,1.0,0.3673469387755101,0.3939,0.43,0.5789349947102387,11.0,86.0,98.0,62616,4,7,9,6,1,0,0
1013.0,1.0,0.3469387755102041,0.3182,0.46,0.5439050193957917,5.0,65.0,70.0,98586,4,2,92,6,0,1,0
1014.0,1.0,0.3469387755102041,0.3182,0.5,0.6140825202774186,8.0,35.0,43.0,90954,5,5,80,2,1,1,1
1015.0,1.0,0.326530612244898,0.2879,0.46,0.7719525096978959,1.0,44.0,45.0,61700,3,6,55,6,2,0,1
1016.0,1.0,0.3061224489795918,0.2879,0.49,0.5789349947102387,1.0,19.0,20.0,96649,1,4,9,9,2,1,1
1017.0,1.0,0.2857142857142857,0.2727,0.49,0.4912425061713882,7.0,19.0,19.0,72405,2,9,91,3,0,1,1
1018.0,1.0,0.2857142857142857,0.2424,0.42,0.9123075114611496,0.0,5.0,5.0,35043,1,8,25,5,0,1,0
1019.0,1.0,0.2653061224489796,0.2273,0.41,0.8071000352650758,1.0,2.0,5.0,88778,1,5,93,8,2,1,1
1020.0,1.0,0.2040816326530612,0.1818,0.37,0.6140825202774186,0.0,1.0,1.0,86915,2,6,28,1,2,1,0
1021.0,1.0,0.2040816326530612,0.1818,0.32,0.5439050193957917,0.0,4.0,4.0,48570,3,4,8,4,1,1,0
1022.0,1.0,0.1836734693877551,0.1818,0.32,0.3860350299753144,0.0,30.0,30.0,87895,1,3,26,5,0,1,0
1023.0,1.0,0.1836734693877551,0.1818,0.32,0.4210650052897614,2.0,103.0,105.0,58047,2,5,71,3,0,1,1
1024.0,1.0,0.1836734693877551,0.1818,0.32,0.4210650052897614,10.0,213.0,223.0,71861,1,1,90,1,2,1,0
1025.0,1.0,0.2040816326530612,0.197,0.29,0.5263900317385682,2.0,108.0,110.0,20552,5,7,57,2,0,0,1
1026.0,1.0,0.2244897959183673,0.2121,0.27,0.333372516750911,5.0,47.0,52.0,84472,1,2,37,5,2,0,0
1027.0,1.0,0.2448979591836735,0.2424,0.25,0.298224991183731,11.0,46.0,57.0,36354,2,6,71,9,0,0,0
1028.0,1.0,0.2653061224489796,0.2727,0.24,0.298224991183731,6.0,65.0,71.0,67116,1,9,40,1,0,1,0
1029.0,1.0,0.3061224489795918,0.303,0.21,0.2631950158692841,14.0,68.0,82.0,93266,4,6,68,3,0,0,1
1030.0,1.0,0.326530612244898,0.3182,0.19,0.2631950158692841,10.0,69.0,79.0,26176,3,5,16,2,0,0,1
1031.0,1.0,0.326530612244898,0.3333,0.19,0.1930175149876572,11.0,74.0,85.0,34877,4,9,95,1,0,0,1
1032.0,1.0,0.326530612244898,0.3182,0.19,0.298224991183731,21.0,77.0,98.0,36312,3,8,10,6,2,0,1
1033.0,1.0,0.3061224489795918,0.303,0.22,0.2631950158692841,15.0,191.0,206.0,31811,3,9,36,5,0,0,1
1034.0,1.0,0.2857142857142857,0.303,0.22,0.1578699894204772,14.0,198.0,212.0,90589,4,4,98,9,1,0,0
1035.0,1.0,0.2653061224489796,0.2879,0.26,0.1578699894204772,3.0,142.0,145.0,29062,1,6,65,7,1,0,0
1036.0,1.0,0.2448979591836735,0.2727,0.33,0.1228400141060303,3.0,98.0,101.0,30429,1,5,29,8,2,1,0
1037.0,1.0,0.2244897959183673,0.2879,0.52,0.0,5.0,61.0,66.0,22198,5,9,51,10,0,1,0
1038.0,1.0,0.2244897959183673,0.2879,0.44,0.0,0.0,41.0,41.0,62133,4,3,50,3,1,1,0
1039.0,2.0,0.2040816326530612,0.2576,0.44,0.1053250264488068,0.0,20.0,20.0,66343,1,7,29,1,1,0,1
1040.0,1.0,0.2040816326530612,0.2576,0.41,0.1053250264488068,0.0,15.0,20.0,51021,5,5,69,10,1,0,0
1041.0,1.0,0.1836734693877551,0.2273,0.44,0.1053250264488068,0.0,9.0,9.0,96882,5,2,70,9,2,1,0
1042.0,2.0,0.1836734693877551,0.197,0.47,0.2280474903021041,0.0,1.0,1.0,85355,3,2,40,10,2,0,0
1043.0,1.0,0.1836734693877551,0.197,0.51,0.2280474903021041,0.0,1.0,1.0,91444,3,10,87,5,0,0,0
1044.0,1.0,0.1836734693877551,0.197,0.47,0.2280474903021041,0.0,5.0,5.0,43607,5,2,61,9,0,1,0
1045.0,1.0,0.1836734693877551,0.197,0.55,0.2631950158692841,1.0,32.0,33.0,95996,2,8,87,4,2,1,0
1046.0,2.0,0.1836734693877551,0.197,0.55,0.2631950158692841,5.0,103.0,108.0,69913,4,2,23,4,0,1,1
1047.0,2.0,0.2040816326530612,0.2273,0.55,0.1930175149876572,5.0,224.0,230.0,55870,1,6,99,9,2,0,1
1048.0,1.0,0.2244897959183673,0.2121,0.52,0.333372516750911,2.0,122.0,124.0,84557,5,6,26,8,1,0,0
1049.0,1.0,0.2448979591836735,0.2273,0.41,0.4562125308569413,14.0,55.0,69.0,41375,4,2,85,7,0,1,1
1050.0,1.0,0.326530612244898,0.303,0.34,0.3508875044081345,7.0,59.0,66.0,36498,3,7,14,9,0,1,1
1051.0,1.0,0.3673469387755101,0.3939,0.32,0.3860350299753144,14.0,72.0,86.0,57797,4,4,38,9,2,1,1
