instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access
2772.0,1.0,0.44,0.4394,0.51,0.3582,35.0,121.0,156.0,élevé,frequent,49535,commercial,4,4,100,5
2773.0,1.0,0.48,0.4760846711064376,0.44,0.3881,94.0,185.0,279.0,élevé,frequent,51415,commercial,5,4,46,9
2774.0,1.0,0.5,0.4848,0.42,0.3582,120.0,201.0,321.0,faible,occasionnel,59118,commercial,1,10,85,1
2775.0,1.0,0.52,0.5,0.42,0.3881,178.0,238.0,416.0,faible,frequent,91355,residentiel,4,9,83,5
2776.0,1.0,0.54,0.5152,0.39,0.2985,185.0,270.0,455.0,moyen,occasionnel,23546,residentiel,5,1,76,1
2777.0,1.0,0.54,0.5152,0.39,0.2239,184.0,268.0,452.0,moyen,occasionnel,84622,commercial,5,3,54,3
2778.0,1.0,0.56,0.5303,0.37,0.1343,217.0,282.0,499.0,faible,occasionnel,61087,residentiel,5,6,83,4
2779.0,1.0,0.58,0.5455,0.37,0.194,191.0,273.0,464.0,faible,frequent,51312,commercial,2,4,12,6
2780.0,1.0,0.56,0.5303,0.43,0.1343,162.0,245.0,407.0,faible,frequent,26983,commercial,1,1,61,8
2781.0,1.0,0.54,0.5152,0.43,0.1343,134.0,237.0,371.0,élevé,occasionnel,28650,commercial,1,9,29,4
2782.0,1.0,0.54,0.5152,0.43,0.1343,150.0,237.0,387.0,moyen,occasionnel,99983,residentiel,4,6,35,8
2783.0,1.0,0.44,0.4394,0.62,0.1343,65.0,159.0,224.0,faible,frequent,47479,residentiel,3,9,54,1
2784.0,1.0,0.44,0.4394,0.62,0.1343,58.0,119.0,177.0,faible,occasionnel,96441,residentiel,5,10,47,5
2785.0,1.0,0.44,0.4394,0.67,0.1045,37.0,106.0,143.0,faible,frequent,87809,commercial,3,5,69,5
8678.806666277509,1.0,0.44,0.4394,0.67,0.1045,34.0,91.0,125.0,élevé,frequent,64131,commercial,4,4,82,4
2787.0,1.0,0.42,0.4242,0.67,0.0896,19.0,77.0,96.0,faible,occasionnel,71663,commercial,3,2,52,9
2788.0,1.4258026853473438,0.42,0.4242,0.69,0.1045,9.0,50.0,59.0,faible,occasionnel,70644,residentiel,1,3,46,7
2789.0,1.0,0.42,0.4242,0.77,0.1045,7.0,43.0,50.0,faible,occasionnel,83049,commercial,4,8,61,3
2790.0,1.0,0.4,0.4091,0.82,0.1045,8.0,15.0,23.0,élevé,frequent,79899,commercial,3,3,34,10
2791.0,1.0,0.4,0.4091,0.76,0.1045,6.0,11.0,17.0,moyen,frequent,57166,residentiel,1,10,18,9
2792.0,1.0,0.4,0.4091,0.82,0.0896,0.0,10.0,10.0,élevé,frequent,82201,commercial,3,1,14,7
2793.0,2.0,0.4,0.4091,0.82,0.0896,4.0,9.0,13.0,élevé,frequent,41615,residentiel,2,3,32,2
2794.0,2.0,0.42,0.4242,0.77,0.0896,7.0,26.0,33.0,élevé,occasionnel,45411,commercial,5,7,23,9
2795.0,2.0,0.44,0.4394,0.77,0.1343,16.0,43.0,59.0,faible,frequent,46301,commercial,5,6,32,10
2796.0,2.0,0.46,0.4545,0.72,0.1343,45.0,96.0,141.0,faible,frequent,24915,residentiel,3,2,27,8
2797.0,2.0,0.48,0.4697,0.63,0.194,109.0,155.0,264.0,moyen,frequent,46097,residentiel,5,4,9,2
2798.0,1.0,0.46,0.4545,0.82,0.1045,109.0,141.0,250.0,faible,occasionnel,33569,commercial,2,8,27,4
2799.0,2.0,0.48,0.4697,0.77,0.1045,109.0,172.0,281.0,élevé,frequent,40099,commercial,5,7,71,3
2800.0,2.0,0.5,0.4848,0.63,0.1642,123.0,209.0,332.0,élevé,frequent,62621,commercial,1,6,62,1
2801.0,2.0,0.5,0.4848,0.68,0.1045,85.0,153.0,238.0,élevé,occasionnel,57715,commercial,5,9,68,7
2802.0,2.0,0.5,0.4848,0.72,0.0,113.0,153.0,266.0,faible,occasionnel,38263,commercial,4,5,33,8
2803.0,2.0,0.5,0.4848,0.72,0.194,75.0,139.0,214.0,faible,frequent,37391,residentiel,3,10,45,9
2804.0,2.0,0.4973845615671642,0.4697,0.82,0.2537,60.0,136.0,196.0,faible,occasionnel,21015,commercial,2,2,33,6
2805.0,2.0,0.46,0.4545,0.82,0.0896,33.0,126.0,159.0,moyen,frequent,33858,commercial,1,6,23,6
2806.0,2.0,0.46,0.4545,0.84,0.1045,47.0,131.0,178.0,moyen,occasionnel,48122,residentiel,3,7,74,2
2807.0,2.0,0.46,0.4545,0.82,0.0,35.0,86.0,121.0,élevé,frequent,34741,commercial,4,4,25,9
2808.0,2.0,0.46,0.4545,0.82,0.0,23.0,82.0,105.0,élevé,occasionnel,30800,residentiel,5,9,91,3
2809.0,2.0,0.46,0.4545,0.82,0.0,32.0,68.0,100.0,élevé,occasionnel,47277,residentiel,1,8,90,3
2810.0,1.0,0.46,0.4545,0.77,0.194,64.0,82.0,146.0,moyen,frequent,80343,residentiel,3,8,64,6
2811.0,1.0,0.46,0.4545,0.72,0.1343,68.0,109.0,177.0,moyen,frequent,30601,residentiel,3,10,21,7
2812.0,1.0,0.46,0.4545,0.72,0.1343,41.0,73.0,114.0,moyen,occasionnel,28603,residentiel,2,10,61,2
2813.0,2.0,0.44,0.4394,0.77,0.2239,16.0,19.0,35.0,moyen,occasionnel,36154,commercial,5,10,68,3
2814.0,1.4258026853473438,0.44,0.4394,0.77,0.1343,9.0,7.0,16.0,faible,frequent,34770,commercial,5,5,33,9
2815.0,1.0,0.44,0.4394,0.77,0.1642,35.62439423133065,8.0,17.0,faible,frequent,63709,commercial,2,8,52,2
2816.0,2.0,0.44,0.4394,0.77,0.1343,4.0,16.0,20.0,faible,frequent,75410,residentiel,3,5,87,1
2817.0,1.0,0.44,0.4394,0.88,0.1045,3.0,59.0,62.0,élevé,occasionnel,60471,commercial,5,1,12,5
2818.0,2.0,0.46,0.4545,0.82,0.3284,16.0,193.0,209.0,élevé,occasionnel,30631,commercial,5,1,15,10
2819.0,2.0,0.48,0.4697,0.77,0.2239,21.0,350.0,371.0,moyen,frequent,92229,commercial,4,6,17,10
2820.0,2.0,0.5,0.4848,0.77,0.2836,41.0,131.0,172.0,moyen,frequent,81937,commercial,5,7,15,9
2821.0,2.0,0.54,0.5152,0.6267715067854855,0.2239,31.0,77.0,108.0,faible,occasionnel,70872,commercial,2,3,12,7
2822.0,1.0,0.58,0.5455,0.73,0.2985,34.0,96.0,130.0,élevé,frequent,42660,commercial,3,2,35,10
2823.0,1.0,0.62,0.6061,0.69,0.2239,40.0,147.0,187.0,élevé,frequent,83653,commercial,4,2,13,5
2824.0,2.0,0.62,0.6061,0.69,0.194,51.0,119.0,170.0,moyen,occasionnel,25835,residentiel,2,5,57,1
2825.0,1.0,0.64,0.6061,0.69,0.2239,48.0,133.0,181.0,élevé,frequent,40726,residentiel,4,3,30,8
2826.0,1.0,0.66,0.6212,0.61,0.194,45.0,110.0,155.0,faible,frequent,72318,commercial,2,3,21,2
2827.0,1.0,0.66,0.6212,0.61,0.2239,49.0,220.0,269.0,moyen,frequent,62259,commercial,5,1,90,8
2828.0,1.0,0.66,0.6212,0.65,0.194,65.0,472.0,537.0,faible,frequent,29234,residentiel,3,3,24,2
2829.0,2.0,0.4973845615671642,0.6061,0.65,0.194,68.0,450.0,518.0,élevé,frequent,56766,residentiel,5,2,46,1
2830.0,2.0,0.62,0.6061,0.69,0.1343,46.0,268.0,314.0,moyen,occasionnel,80523,commercial,3,6,51,3
2831.0,2.0,0.62,0.6061,0.69,0.1343,44.0,174.0,218.0,élevé,occasionnel,56229,commercial,1,2,84,7
2832.0,2.0,0.6,0.5909,0.73,0.1045,54.0,178.0,232.0,faible,occasionnel,69478,commercial,4,3,7,4
2833.0,2.0,0.6,0.5909,0.73,0.0,28.0,97.0,125.0,faible,occasionnel,71947,commercial,4,6,49,3
2834.0,2.0,0.56,0.5303,0.83,0.194,16.0,48.0,64.0,élevé,frequent,85184,residentiel,5,6,31,3
2835.0,2.0,0.56,0.5303,0.83,0.2239,0.0,16.0,16.0,faible,frequent,52136,residentiel,2,7,49,5
2836.0,2.0,0.56,0.5303,0.78,0.2537,0.0,14.0,14.0,moyen,frequent,46724,residentiel,5,1,27,8
2837.0,2.0,0.56,0.5303,0.78,0.2537,0.0,5.0,5.0,élevé,frequent,72871,commercial,4,4,8,8
2838.0,1.0,0.54,0.5152,0.83,0.2836,35.62439423133065,2.0,2.0,moyen,frequent,93413,commercial,4,2,25,10
2839.0,1.0,0.52,0.4760846711064376,0.88,0.2239,3.0,1.0,4.0,moyen,occasionnel,36790,commercial,3,2,100,2
2840.0,1.0,0.52,0.5,0.88,0.1343,0.0,14.0,14.0,moyen,occasionnel,76815,residentiel,5,1,95,1
2841.0,2.0,0.52,0.5,0.94,0.1642,7.0,102.0,109.0,moyen,frequent,43413,commercial,4,4,19,8
2842.0,2.0,0.54,0.5152,0.88,0.2239,17.0,248.0,265.0,moyen,frequent,78185,commercial,2,6,58,2
2843.0,2.0,0.56,0.5303,0.83,0.2836,24.0,435.0,459.0,faible,frequent,61583,commercial,3,7,8,7
2844.0,2.0,0.6,0.5758,0.78,0.3582,29.0,157.0,186.0,élevé,frequent,71014,commercial,5,1,31,6
2845.0,2.0,0.64,0.6061,0.69,0.3582,36.0,91.0,127.0,moyen,occasionnel,22989,residentiel,2,7,49,8
2846.0,2.0,0.66,0.6212,0.65,0.3284,20.0,120.0,140.0,faible,occasionnel,60228,commercial,5,5,70,8
2847.0,2.0,0.68,0.6364,0.61,0.4925,48.0,169.0,217.0,faible,occasionnel,46661,commercial,3,5,12,8
2848.0,2.0,0.7,0.6515,0.58,0.6119,50.0,144.0,194.0,faible,occasionnel,82428,commercial,5,4,83,2
2849.0,2.0,0.7,0.6515,0.58,0.5224,36.0,122.0,158.0,élevé,occasionnel,81204,commercial,2,10,18,5
2850.0,2.0,0.7,0.6515,0.58,0.4478,37.0,117.0,154.0,faible,frequent,24378,commercial,4,8,72,2
2851.0,1.0,0.72,0.6667,0.54,0.4627,46.0,225.0,271.0,moyen,frequent,27586,commercial,1,3,42,7
2852.0,1.0,0.7,0.6515,0.54,0.4627,53.0,464.0,517.0,moyen,frequent,62820,residentiel,3,4,12,8
2853.0,1.0,0.7,0.6515,0.48,0.4179,59.0,485.0,544.0,faible,frequent,89513,residentiel,2,6,57,1
2854.0,1.0,0.68,0.6364,0.57,0.3582,42.0,323.0,365.0,moyen,occasionnel,48946,residentiel,4,9,15,7
2855.0,1.0,0.66,0.6212,0.61,0.194,28.0,153.42456896551724,290.0,élevé,frequent,96834,commercial,5,9,45,8
2856.0,2.0,0.64,0.6212,0.61,0.4478,42.0,183.0,225.0,moyen,frequent,43388,residentiel,3,2,39,2
2857.0,2.0,0.58,0.4760846711064376,0.6,0.3881,14.0,99.0,113.0,moyen,occasionnel,89587,residentiel,5,4,24,7
2858.0,2.0,0.56,0.5303,0.68,0.3284,12.0,50.0,62.0,faible,occasionnel,26795,commercial,5,7,54,1
2859.0,3.0,0.52,0.5,0.77,0.1642,5.0,22.0,27.0,faible,frequent,35908,commercial,1,9,42,9
2860.0,3.0,0.5,0.4848,0.82,0.2836,1.0,6.0,7.0,faible,frequent,42206,residentiel,3,9,85,4
2861.0,3.0,0.5,0.4848,0.82,0.2836,0.0,4.0,4.0,faible,occasionnel,29597,residentiel,2,2,68,4
2862.0,3.0,0.42,0.4242,0.88,0.5224,0.0,1.0,1.0,élevé,occasionnel,51806,commercial,4,9,46,10
2863.0,3.0,0.38,0.3939,0.94,0.3284,1.0,2.0,3.0,élevé,frequent,87088,commercial,1,3,45,10
2864.0,3.0,0.36,0.3333,0.87,0.3284,1.0,153.42456896551724,9.0,moyen,occasionnel,68440,commercial,2,4,31,1
2865.0,3.0,0.34,0.303,0.93,0.3881,0.0,21.0,21.0,moyen,frequent,28985,commercial,2,5,17,9
2866.0,3.0,0.34,0.303,0.93,0.3582,6.0,46.0,52.0,élevé,frequent,83343,residentiel,3,4,60,1
2867.0,3.0,0.34,0.303,0.93,0.3881,5.0,74.0,79.0,faible,frequent,62137,residentiel,1,2,58,4
2868.0,3.0,0.34,0.303,0.93,0.3582,5.0,35.0,40.0,moyen,frequent,30801,commercial,4,6,70,10
2869.0,2.0,0.34,0.3182,0.6267715067854855,0.2836,5.0,26.0,31.0,élevé,frequent,71414,commercial,1,6,2,3
2870.0,1.0,0.4,0.4091,0.82,0.3284,3.0,69.0,72.0,moyen,frequent,98617,residentiel,5,2,65,10
2871.0,2.0,0.44,0.4394,0.62,0.3582,19.0,105.0,124.0,élevé,frequent,72267,residentiel,1,8,45,4
2872.0,2.0,0.46,0.4545,0.59,0.4478,15.0,128.0,143.0,élevé,frequent,73777,commercial,4,3,18,5
2873.0,1.0,0.5,0.4848,0.51,0.3881,13.0,94.0,107.0,moyen,occasionnel,91927,commercial,2,1,47,7
2874.0,1.0,0.48,0.4697,0.51,0.4179,22.0,107.0,129.0,moyen,frequent,99977,residentiel,2,10,60,3
2875.0,1.0,0.5,0.4848,0.45,0.4627,22.0,173.0,195.0,faible,frequent,25246,commercial,3,3,93,7
2876.0,1.0,0.4,0.4091,0.71,0.2537,22.0,388.0,410.0,moyen,occasionnel,26975,residentiel,1,5,84,7
2877.0,1.0,0.42,0.4242,0.67,0.2537,29.0,367.0,396.0,élevé,frequent,73277,residentiel,5,9,50,2
2878.0,1.0,0.42,0.4242,0.58,0.3582,30.0,266.0,296.0,moyen,frequent,58986,residentiel,3,4,50,5
2879.0,1.0,0.4,0.4091,0.62,0.3284,17.0,174.0,191.0,élevé,occasionnel,47589,residentiel,1,8,91,3
2880.0,1.0,0.4,0.4091,0.62,0.1642,17.0,133.0,150.0,élevé,occasionnel,21580,residentiel,2,6,71,4
2881.0,1.0,0.38,0.3939,0.62,0.2239,9.0,80.0,89.0,faible,frequent,94432,residentiel,4,1,51,3
2882.0,1.0,0.36,0.3485,0.62,0.2239,8.0,49.0,57.0,élevé,frequent,45271,residentiel,1,10,85,4
2883.0,1.0,0.36,0.3485,0.66,0.194,4.0,23.0,27.0,élevé,occasionnel,89736,commercial,4,9,56,2
2884.0,1.0,0.34,0.3333,0.71,0.194,4.0,6.0,10.0,moyen,occasionnel,46291,commercial,1,4,22,8
2885.0,1.0,0.34,0.3182,0.66,0.2239,1.0,4.0,5.0,élevé,occasionnel,62574,residentiel,3,8,18,2
2886.0,1.0,0.34,0.3182,0.66,0.2537,0.0,4.0,4.0,moyen,occasionnel,30868,commercial,1,5,11,7
2887.0,1.0,0.34,0.3182,0.66,0.2537,4.0,3.0,7.0,moyen,occasionnel,36736,residentiel,3,4,23,2
2888.0,1.4258026853473438,0.34,0.3182,0.66,0.2537,1.0,29.0,30.0,faible,occasionnel,52485,residentiel,2,6,15,2
2889.0,1.0,0.34,0.3182,0.66,0.2537,3.0,86.0,89.0,élevé,frequent,42129,residentiel,1,9,93,1
2890.0,1.0,0.38,0.4760846711064376,0.58,0.2537,16.0,255.0,271.0,élevé,occasionnel,76590,commercial,4,9,16,6
2891.0,1.0,0.42,0.4242,0.5,0.2537,25.0,415.0,440.0,moyen,occasionnel,58228,commercial,4,8,22,8
8678.806666277509,1.0,0.46,0.4545,0.44,0.2836,20.0,164.0,184.0,faible,occasionnel,43302,residentiel,1,5,66,6
2893.0,1.0,0.5,0.4848,0.39,0.2836,30.0,98.0,128.0,faible,occasionnel,74661,commercial,2,5,47,3
2894.0,1.0,0.52,0.5,0.36,0.4478,43.0,105.0,148.0,moyen,frequent,66718,residentiel,4,3,86,2
2895.0,1.0,0.52,0.5,0.34,0.3582,27.0,169.0,196.0,faible,frequent,62625,commercial,4,5,11,3
2896.0,1.0,0.54,0.5152,0.3,0.5821,50.0,142.0,192.0,élevé,frequent,66910,commercial,2,2,84,2
2897.0,1.0,0.54,0.5152,0.28,0.4478,19.0,135.0,154.0,élevé,frequent,64961,residentiel,4,7,70,4
2898.0,1.0,0.56,0.5303,0.26,0.4925,27.0,120.0,147.0,moyen,occasionnel,47066,commercial,3,8,82,7
2899.0,1.0,0.58,0.5455,0.24,0.4179,36.0,233.0,269.0,élevé,occasionnel,79679,residentiel,2,4,11,9
2900.0,1.0,0.56,0.5303,0.26,0.3881,66.0,467.0,533.0,moyen,frequent,73368,residentiel,5,9,47,6
2901.0,1.0,0.56,0.5303,0.26,0.2836,64.0,456.0,520.0,moyen,frequent,27124,residentiel,1,10,82,10
2902.0,1.0,0.54,0.5152,0.28,0.2239,56.0,305.0,361.0,faible,frequent,40695,residentiel,4,8,46,4
2903.0,1.0,0.5,0.4848,0.34,0.1642,33.0,225.0,189.44106486076245,élevé,occasionnel,59940,commercial,5,3,96,1
2904.0,1.0,0.5,0.4848,0.36,0.194,39.0,141.0,180.0,faible,frequent,78637,commercial,2,8,55,10
2905.0,1.0,0.48,0.4697,0.39,0.194,30.0,135.0,165.0,moyen,occasionnel,63203,commercial,5,2,42,6
2906.0,1.0,0.4973845615671642,0.4545,0.41,0.194,16.0,99.0,115.0,faible,occasionnel,66749,commercial,5,6,25,9
2907.0,1.0,0.44,0.4394,0.44,0.1642,13.0,43.0,56.0,faible,occasionnel,65402,commercial,2,2,56,3
2908.0,1.0,0.4,0.4091,0.62,0.1642,8.0,24.0,32.0,moyen,occasionnel,53355,commercial,1,5,34,3
2909.0,1.0,0.38,0.3939,0.62,0.1045,1.0,15.0,16.0,faible,frequent,53436,residentiel,3,9,95,7
2910.0,1.0,0.36,0.3636,0.71,0.1045,3.0,6.0,9.0,élevé,frequent,36375,commercial,3,1,100,4
2911.0,1.0,0.36,0.3636,0.71,0.1045,0.0,1.0,1.0,moyen,frequent,37902,residentiel,1,8,96,7
2912.0,1.0,0.34,0.3485,0.81,0.1045,0.0,16.0,16.0,faible,frequent,76540,commercial,2,4,9,1
2913.0,1.0,0.36,0.3636,0.6267715067854855,0.0896,8.0,74.0,82.0,moyen,frequent,82761,commercial,1,8,99,4
2914.0,1.0,0.4,0.4091,0.82,0.0,20.0,202.0,222.0,moyen,occasionnel,34631,residentiel,4,5,30,2
2915.0,1.0,0.42,0.4242,0.77,0.2537,35.0,415.0,450.0,moyen,occasionnel,55832,commercial,3,9,69,7
2916.0,1.0,0.46,0.4545,0.67,0.1900632159104164,27.0,161.0,188.0,élevé,frequent,46135,residentiel,5,1,50,10
2917.0,2.0,0.54,0.5152,0.49,0.3284,30.0,97.0,127.0,moyen,occasionnel,65097,residentiel,2,2,37,10
2918.0,2.0,0.54,0.5152,0.49,0.3284,42.0,123.0,165.0,élevé,frequent,88109,residentiel,4,7,84,9
2919.0,1.0,0.56,0.5303,0.49,0.3582,48.0,153.42456896551724,246.0,moyen,frequent,39650,commercial,5,9,91,10
2920.0,1.0,0.58,0.5455,0.4,0.3284,71.0,182.0,253.0,élevé,frequent,58878,commercial,5,8,70,6
2921.0,1.0,0.6,0.6212,0.4,0.4478,86.0,127.0,213.0,moyen,frequent,96186,residentiel,4,2,30,5
2922.0,1.0,0.4973845615671642,0.6212,0.38,0.3881,89.0,171.0,260.0,faible,occasionnel,83188,residentiel,5,6,1,6
8678.806666277509,1.0,0.6,0.6212,0.4,0.2537,82.0,262.0,344.0,faible,frequent,21918,residentiel,4,3,48,4
2924.0,1.0,0.58,0.5455,0.4,0.3582,83.0,470.0,553.0,élevé,occasionnel,47126,residentiel,1,1,34,5
2925.0,3.0,0.54,0.5152,0.52,0.3582,85.0,385.0,470.0,moyen,frequent,30391,residentiel,1,9,21,1
2926.0,3.0,0.54,0.5152,0.52,0.3582,39.0,253.0,292.0,faible,occasionnel,41194,residentiel,1,7,7,9
2927.0,1.0,0.52,0.5,0.48,0.1045,29.0,161.0,190.0,faible,frequent,39085,residentiel,5,1,82,10
2928.0,1.0,0.48,0.4697,0.67,0.1343,22.0,130.0,152.0,faible,frequent,27120,commercial,2,8,24,4
2929.0,1.0,0.46,0.4545,0.72,0.2239,46.0,105.0,151.0,élevé,occasionnel,74275,commercial,3,7,67,5
2930.0,1.0,0.44,0.4394,0.82,0.1343,27.0,93.0,120.0,faible,frequent,20884,residentiel,5,8,14,10
2931.0,1.0,0.42,0.4242,0.82,0.1343,10.0,76.0,86.0,élevé,occasionnel,83965,commercial,5,7,79,5
2932.0,1.0,0.42,0.4242,0.82,0.1045,8.0,50.0,58.0,élevé,frequent,77189,commercial,4,3,31,3
2933.0,1.0,0.42,0.4242,0.82,0.0896,5.0,47.0,52.0,faible,occasionnel,51719,residentiel,4,4,38,6
2934.0,1.0,0.4973845615671642,0.4242,0.77,0.0896,9.0,9.0,18.0,moyen,frequent,23548,residentiel,2,4,55,4
2935.0,1.0,0.4,0.4091,0.82,0.1045,1.0,4.0,5.0,faible,frequent,41011,residentiel,5,7,69,9
2936.0,1.0,0.46,0.4545,0.59,0.1343,4.0,3.0,7.0,élevé,frequent,50899,commercial,1,6,61,6
2937.0,1.0,0.42,0.4242,0.77,0.0896,1.0,12.0,13.0,élevé,frequent,30785,residentiel,2,9,54,1
2938.0,1.0,0.48,0.4697,0.59,0.0,8.0,32.0,40.0,élevé,frequent,30527,commercial,3,10,94,9
2939.0,1.0,0.52,0.5,0.52,0.194,19.0,96.0,115.0,moyen,occasionnel,21286,commercial,2,7,65,6
2940.0,1.0,0.54,0.5152,0.6267715067854855,0.2836,54.0,164.0,218.0,moyen,occasionnel,21897,commercial,3,3,58,1
2941.0,1.4258026853473438,0.56,0.5303,0.49,0.2985,90.0,208.0,298.0,faible,frequent,82469,commercial,5,5,49,2
2942.0,1.0,0.56,0.5303,0.43,0.0,132.0,215.0,347.0,moyen,frequent,51938,residentiel,1,4,10,5
2943.0,1.0,0.6,0.6212,0.4,0.194,129.0,244.0,373.0,élevé,frequent,23785,residentiel,4,8,60,8
2944.0,1.0,0.6,0.6212,0.35,0.2836,196.0,240.0,436.0,faible,frequent,71601,residentiel,5,3,42,2
2945.0,3.0,0.6,0.6212,0.35,0.1642,143.0,235.0,378.0,moyen,occasionnel,34007,commercial,1,10,24,5
2946.0,1.0,0.6,0.6212,0.38,0.2537,148.0,230.0,378.0,faible,occasionnel,73072,commercial,5,10,17,10
2947.0,1.0,0.6,0.6212,0.38,0.194,119.0,223.0,342.0,moyen,frequent,69307,residentiel,4,5,83,3
2948.0,1.0,0.58,0.5455,0.4,0.2239,138.0,216.0,354.0,élevé,frequent,77819,residentiel,3,8,56,3
2949.0,1.0,0.58,0.5455,0.37,0.1642,114.0,175.0,289.0,élevé,occasionnel,28436,residentiel,2,8,78,3
2950.0,1.0,0.56,0.5303,0.43,0.194,88.0,179.0,267.0,moyen,frequent,74376,commercial,4,9,8,3
2951.0,1.0,0.56,0.5303,0.43,0.1343,82.0,137.0,219.0,élevé,occasionnel,99560,residentiel,2,10,48,4
2952.0,1.0,0.54,0.5152,0.49,0.2239,58.0,124.0,182.0,moyen,frequent,47679,commercial,2,7,99,5
2953.0,1.0,0.54,0.5152,0.49,0.194,26.0,94.0,120.0,moyen,occasionnel,95906,residentiel,3,10,75,6
2954.0,1.0,0.5,0.4848,0.59,0.1045,30.0,89.0,119.0,élevé,occasionnel,58738,commercial,5,9,14,10
2955.0,2.0,0.5,0.4848,0.59,0.1045,22.0,78.0,100.0,élevé,frequent,92074,residentiel,5,3,6,10
2956.0,2.0,0.52,0.4760846711064376,0.55,0.0,8.0,56.0,64.0,faible,occasionnel,99356,residentiel,4,4,64,5
2957.0,1.0,0.48,0.4697,0.63,0.0,35.62439423133065,42.0,59.0,élevé,frequent,65295,residentiel,2,5,89,3
2958.0,1.0,0.46,0.4545,0.72,0.0896,10.0,21.0,31.0,élevé,frequent,65378,residentiel,1,4,58,7
2959.0,1.0,0.42,0.4242,0.82,0.0,2.0,8.0,10.0,moyen,frequent,89462,commercial,3,6,63,2
2960.0,2.0,0.44,0.4394,0.77,0.0,0.0,5.0,5.0,faible,occasionnel,92137,commercial,5,4,2,1
2961.0,2.0,0.44,0.4394,0.82,0.0,2.0,4.0,189.44106486076245,moyen,frequent,34327,commercial,5,5,17,3
2962.0,2.0,0.46,0.4545,0.82,0.0,8.0,15.0,23.0,moyen,occasionnel,87185,commercial,2,5,48,10
2963.0,1.0,0.52,0.5,0.63,0.1343,28.0,58.0,86.0,moyen,occasionnel,44622,residentiel,4,1,72,1
2964.0,1.0,0.56,0.5303,0.52,0.2239,48.0,112.0,160.0,faible,frequent,41759,commercial,4,5,94,4
2965.0,1.0,0.58,0.5455,0.49,0.1343,91.0,153.0,244.0,élevé,occasionnel,78862,commercial,1,1,32,2
2966.0,1.0,0.58,0.5455,0.49,0.0896,142.0,198.0,340.0,élevé,occasionnel,98100,residentiel,1,5,69,3
2967.0,1.0,0.6,0.6212,0.46,0.0896,139.0,243.0,382.0,moyen,occasionnel,68901,commercial,4,2,84,2
2968.0,1.0,0.6,0.6212,0.49,0.1343,35.62439423133065,224.0,390.0,moyen,occasionnel,89393,residentiel,2,4,45,7
2969.0,1.0,0.6,0.6212,0.49,0.0,126.0,240.0,366.0,faible,occasionnel,90676,residentiel,5,9,52,10
2970.0,1.0,0.6,0.6212,0.49,0.0,128.0,230.0,358.0,élevé,occasionnel,74592,commercial,1,10,60,1
2971.0,1.0,0.6,0.6212,0.46,0.1045,122.0,263.0,385.0,élevé,frequent,97898,commercial,2,5,34,3
2972.0,3.0,0.58,0.5455,0.49,0.2836,106.0,245.0,351.0,faible,frequent,40672,residentiel,5,10,99,9
2973.0,1.0,0.58,0.5455,0.49,0.0,63.0,205.0,268.0,moyen,occasionnel,28679,commercial,1,8,62,9
2974.0,1.0,0.56,0.5303,0.64,0.0,61.0,178.0,239.0,moyen,frequent,72557,residentiel,4,1,95,9
2975.0,1.0,0.52,0.5,0.77,0.1343,42.0,132.0,174.0,élevé,frequent,58722,commercial,4,4,23,4
2976.0,1.0,0.52,0.5,0.77,0.0896,32.0,95.0,127.0,élevé,occasionnel,56716,residentiel,5,7,82,5
2977.0,1.0,0.5,0.4760846711064376,0.88,0.0896,29.0,86.0,115.0,élevé,occasionnel,65356,residentiel,5,5,48,4
2978.0,1.0,0.46,0.4545,0.88,0.0896,9.0,41.0,50.0,élevé,frequent,84238,residentiel,4,1,51,10
2979.0,1.0,0.46,0.4545,0.82,0.0896,31.0,22.0,53.0,faible,frequent,82967,residentiel,2,8,65,8
2980.0,1.0,0.44,0.4394,0.88,0.0,25.0,8.0,33.0,faible,frequent,37496,residentiel,1,6,29,6
2981.0,1.0,0.44,0.4394,0.94,0.0,6.0,2.0,8.0,faible,occasionnel,48967,commercial,2,3,48,10
2982.0,1.0,0.46,0.4545,0.82,0.0896,0.0,7.0,7.0,moyen,frequent,99848,residentiel,5,9,65,5
2983.0,1.4258026853473438,0.42,0.4242,0.82,0.1642,0.0,4.0,4.0,faible,frequent,53587,residentiel,5,3,76,7
8678.806666277509,1.0,0.42,0.4242,0.77,0.1642,0.0,23.0,23.0,élevé,frequent,77819,residentiel,1,2,86,1
2985.0,1.0,0.44,0.4394,0.72,0.2537,2.0,87.0,89.0,moyen,occasionnel,68030,residentiel,2,7,76,4
2986.0,1.0,0.48,0.4697,0.63,0.2537,16.0,221.0,237.0,moyen,frequent,77508,residentiel,5,8,40,1
2987.0,1.0,0.52,0.5,0.55,0.2239,23.0,351.0,374.0,moyen,occasionnel,22930,commercial,3,6,11,10
2988.0,1.0,0.54,0.5152,0.56,0.1642,36.0,142.0,178.0,faible,frequent,70223,residentiel,5,4,58,7
2989.0,1.0,0.56,0.5303,0.52,0.1900632159104164,24.0,95.0,119.0,élevé,occasionnel,61719,residentiel,4,2,56,6
2990.0,1.0,0.6,0.6212,0.46,0.2239,26.0,99.0,125.0,moyen,frequent,78798,commercial,1,10,95,6
